code,name,latitude,longitude,altitude,postal,city
6733,Rousselot / Villeray,45.5488588257062,-73.6166113615036,55,H2E 1Z3,Montréal
6185,des Ã‰rables / BÃ©langer,45.54912085535069,-73.60087350010872,55,H2G 2N4,Montréal
6277,Elsdale / Louis-HÃ©bert,45.54918032376485,-73.59385818243027,61,H2G 1K6,Montréal
7019,Jeanne d'Arc / Ontario,45.549604526934075,-73.54193866252899,20,H1W 3V6,Montréal
6361,Molson / Beaubien,45.54968589617967,-73.59115451574326,62,H1Y 3C4,Montréal
7043,Ernest-Gendreau / du Mont-Royal,45.549713734001415,-73.56384828686714,47,H1X,Montréal
6924,de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478027,55,H2E 2M4,Montréal
7004,Ã‰mile-Journault / de Chateaubriand,45.54983321292286,-73.64063255488873,33,H2M,Montréal
6364,de Chambly / Rachel,45.54991069359101,-73.55826258659361,46,H1X 3L1,Montréal
6700,de la Salle / Ste-Catherine,45.54992008517989,-73.53416427969933,14,H1V 2J3,Montréal
6917,Basile-Routhier / Chabanel,45.549985826258116,-73.6479663848877,32,H2M 1T7,Montréal
6278,Louis-HÃ©bert / St-Zotique,45.55001,-73.59576,58,H2G 2H1,Montréal
6368,10e avenue / Masson,45.55031640880025,-73.57335805892944,54,H1Y 2G6,Montréal
6082,6e avenue / Rosemont,45.55052513498631,-73.58298182487488,66,H1Y 2R4,Montréal
6388,d'OrlÃ©ans / Hochelaga,45.550668,-73.549502,25,H1W 3S5,Montréal
6343,Marquette / Villeray,45.55068361610596,-73.61529305577278,54,H2E 2E7,Montréal
6210,MÃ©tro SauvÃ© (Berri / SauvÃ©),45.550692068419764,-73.65636706352234,31,H3L 1H6,Montréal
6189,Chabot / Everett,45.55072306022627,-73.60957056283951,55,H2E 2L2,Montréal
6918,9e avenue / Dandurand,45.550769,-73.57711,57,H1Y 2K1,Montréal
7008,Rousselot / Jarry,45.55076907833167,-73.62091094255447,51,H2E 1Z4,Montréal
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,46,H1X,Montréal
6279,Louis-HÃ©bert / BÃ©langer,45.55158518908433,-73.59916493296623,54,H2G 1E6,Montréal
6358,1Ã¨re  avenue /St-Zotique,45.551937362101,-73.59392791986465,59,H1Y 3B4,Montréal
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,42,H2M 2R8,Montreal
6398,Desjardins / de Rouen,45.55223975957034,-73.54412734508514,19,H1V 2H4,Montréal
6919,10e Avenue / Rosemont,45.552649,-73.581185,70,H1Y 2H5,Montréal
6376,16e avenue / St-Joseph,45.55292309731551,-73.56575198471546,45,H1X 2S1,Montréal
7017,Bennett / Ste-Catherine,45.55302673666147,-73.53238195180893,15,H1V 2S4,Montréal
6925,Louis-HÃ©bert / Jean-Talon,45.553139429376344,-73.60271081328392,52,H2E 2X3,Montréal
6397,MarchÃ© Maisonneuve,45.55319389744088,-73.5398143529892,19,H1V,Montréal
6360,8e avenue / Beaubien,45.553215,-73.58752,61,H1Y 2M3,Montréal
6374,Laurier / 15e avenue,45.553215158882175,-73.569495677948,53,H1X 3G1,Montréal
6412,Complexe sportif Claude-Robillard (Ã‰mile-Journault),45.553262,-73.638615,34,H2M 2E7,Montréal
6417,Desjardins / Hochelaga,45.553490653554725,-73.54829013347626,25,H1V 2H7,Montréal
6383,BourbonniÃ¨re / du Mont-Royal,45.55357073967113,-73.56049418449402,45,H1X 2M6,Montréal
6422,Fleury / Lajeunesse,45.5536,-73.6616,30,H3L 2E3,Montréal
7041,15e avenue / Masson,45.553913774821154,-73.57141882181168,52,H1X 1R9,Montréal
6396,MÃ©tro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421375524564,-73.55155974626541,29,H1V 1A3,Montréal
7046,15e avenue / Dandurand,45.55479651443991,-73.57432097196579,55,H1X 2T9,Montréal
6345,Louis-HÃ©mon / Villeray,45.55496126357668,-73.61073732376097,51,H2E 2V4,Montréal
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.555205239939916,-73.55582308082374,46,H1X 2B3,Montréal
7003,St-Charles / SauvÃ©,45.5560649285589,-73.65350246429443,39,H2C 2L2,Montréal
6355,Ontario / Sicard,45.55626186680846,-73.53744059801102,18,H1V 1L1,Montréal
6736,Basile-Routhier / Gouin,45.55656215749652,-73.67011472582817,23,H2C,Montréal
6357,12e avenue / St-Zotique,45.556905,-73.58925,59,H1X 3A8,Montreal
6370,d'OrlÃ©ans / Masson,45.557192,-73.569847,51,H1X 2K9,Montréal
6006,18e avenue / Rosemont,45.55789545752947,-73.5765291005373,61,H1X 2P5,Montréal
6076,Ville-Marie / Ste-Catherine,45.55792114867545,-73.52914720773697,14,H1V 3J6,Montréal
6033,16e avenue / Beaubien,45.55846014650325,-73.58342975378036,61,H1X,Montréal
6710,de la Roche / Fleury,45.558999740253725,-73.6584135890007,32,H2C 2P1,Montréal
6395,Pierre-de-Coubertin / Aird,45.559017919299556,-73.54848057031631,24,H1V 3N7,Montréal
6347,MÃ©tro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,50,H2A 2Z7,Montréal
6720,Ontario / Viau,45.5594818,-73.535496,17,H1V 1M3,Montréal
6930,Paul Boutet / des Regrattiers,45.55984236120471,-73.61544728279114,48,H1Z 4P2,Montréal
6726,Hamel / SauvÃ©,45.560742,-73.65041,32,H2C 2A5,Montréal
6735,FranÃ§ois-Perrault / L.-O.-David,45.56129965944617,-73.6014300584793,48,H2A 1M1,Montréal
6704,19e avenue / St-Zotique,45.561594,-73.585643,55,H1X 2L9,Montréal
7023,CHSLD St-Michel (Jarry / 8e avenue),45.561690269046075,-73.61051201820374,49,H1Z,Montréal
6701,de Marseille / Viau,45.5639212,-73.5489124,28,H1N 0C1,Montreal
6716,Francis / Fleury,45.563947,-73.655573,32,H2C 1S8,Montréal
6731,28e avenue / Rosemont,45.564353,-73.571244,56,H1T 3H8,Montréal
6723,26e avenue / Beaubien,45.564944,-73.577639,58,H1T 1S9,Montréal
7005,Marquette / Fleury,45.56735205736566,-73.65378744900227,33,H2C 3E3,Montréal
6713,30e avenue / St-Zotique,45.56822507,-73.57943594,52,H1T 1M2,Montréal
6702,Chauveau / de l'Assomption,45.569789,-73.548081,27,H1N 1G8,Montréal
6730,35e avenue / Beaubien,45.570081,-73.573047,50,H1T 3A4,Montréal
6722,Pierre-de-Coubertin / Louis-Veuillot,45.57278890699134,-73.54031324386597,27,H1N,Montréal
6753,St-Zotique / 39e avenue,45.573541425148306,-73.5749227526685,45,H1T 2W9,Montréal
7009,CHSLD Benjamin-Victor-Rousselot (Dickson / Sherbrooke),45.573797819677914,-73.55034470558167,32,H1M 3L2,Montréal
6226,HÃ´pital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,41,H1T 3W5,Montréal
7075,CHSLD Ã‰loria-Lepage (de la PÃ©piniÃ¨re / de Marseille),45.57694445420869,-73.54045271873474,32,H1N 2X8,Montréal
6721,MÃ©tro Cadillac (Sherbrooke / de Cadillac),45.57713595014113,-73.54628920555115,32,H1N,Montréal
7044,HÃ´pital Santa Cabrini (St-Zotique / Jeanne-Jugan),45.5793249650848,-73.5705041885376,45,H1T 1P7,Montréal
6739,de Repentigny / Sherbrooke,45.58077,-73.544766,32,H1N,Montréal
7016,MÃ©tro Langelier (Sherbrooke / Langelier),45.582757156033914,-73.54244291782379,35,H1N 3A7,Montréal
